LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
AC073218.3,0,58,28,0,0,79,0,1,0,1,2,1,3,0,0,0,1,388.652,3757,1,0,3757,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,3,27,0
AC073236.3,0,109,14,0,0,0,0,6,0,3,5,9,14,0,0,0,1,1630.038,8146,1,0,8146,3,6.946667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
AC073254.1,0,68,92,0,0,297,0,26,2,0,20,30,50,0,0,0,1,4531.257754,6665,1,0,3404,1,4.11,0,59,11,14,0,14,0,12,12,1,1654.120708,5671,0,0,0,1,1654.120708,5671,1,1439.405833,5030,0,0,0,1,1439.405833,5030,3,10,2,6,143,45,18
AC073257.1,0,77,37,0,0,201,0,5,1,0,20,13,33,0,0,0,1,2016.84613,8782,0,0,19962,3,5.05,0,10,95,122,0,122,0,10,10,1,6026.296846,13470,0,0,0,1,6026.296846,13470,1,2254.355996,8437,0,0,0,1,2254.355996,8437,92,82,11,8,103,565,54
AC073257.2,1,69,23,0,0,210,0,24,1,1,36,23,59,0,0,0,1,4190.059266,9033,1,0,2609,4,6.76125,0,29,133,136,9,127,0,29,29,1,6925.109569,13986,2.5,46924.6801,306.5,1,6305.921171,13911,1,5646.237744,14434,0,0,0,1,5646.237744,14434,121,101,36,23,116,682,116
AC073283.4,0,65,43,0,0,0,0,37,3,0,55,57,112,4,48660.028,675,1,4975.100891,12034.5,0,0,19962,0,0,10,70,83,169,55,114,10,66,76,3,25961.74596,19247,4,39362.96618,592,2,9396.083983,16305,2,19256.87007,16599,4,48660.02755,675,2,6303.937261,14075,107,130,31,33,305,692,179
AC073283.7,4,69,29,0,0,0,0,10,0,1,31,34,65,3,26663.6115,411.5,2,9298.228415,13473,3,0,19504,3,8.3,20,33,116,200,55,145,20,31,51,3,27709.52568,19262,4,39501.37858,592,2,11022.26717,17036,3,21109.58544,18813,3,27086.71101,406,3,13946.52227,17940,116,148,28,34,176,714,156
AC073284.4,1,70,47,0,0,130,0,21,2,2,15,12,27,0,0,0,1,8797.723013,14803.5,0,0,19962,0,0,0,24,7,47,0,47,0,20,20,1,7937.147022,13588,0,0,0,1,7937.147022,13588,1,10393.2769,14534.5,0,0,0,1,10393.2769,14534.5,9,16,4,4,54,74,23
AC073316.1,3,79,31,0,0,209,0,7,0,1,28,25,53,0,0,0,1,2670.568955,7258,1,0,1316,3,5.501667,0,31,27,86,2,84,0,0,0,1,10108.97064,13201.5,10,65921.09395,768.5,1,8969.947718,13049,0,0,0,0,0,0,0,0,0,63,49,2,0,61,179,0
AC073316.2,0,103,36,0,0,159,0,7,1,0,20,8,28,0,0,0,1,1579.16692,3651,1,0,3630,0,0,0,25,7,15,0,15,0,8,8,1,1949.617153,4284,0,0,0,1,1949.617153,4284,1,776.7797,2519.5,0,0,0,1,776.7797,2519.5,5,9,2,2,75,32,0
AC073321.3,0,51,19,0,0,0,0,6,2,0,21,23,44,0,0,0,2,2452.945933,10456,2,0,13417,3,5.646667,0,15,64,80,3,77,0,14,14,1,13159.15045,12671,1,28382.3129,116,1,12491.04928,11757,2,2585.601757,10138,0,0,0,2,2585.601757,10138,66,78,19,17,98,252,60
AC073321.4,1,43,52,0,0,0,0,6,1,0,24,24,48,0,0,0,2,2452.945933,10456,2,0,13417,2,7.215,0,15,42,55,3,52,0,14,14,2,12344.61063,11757,5,28220.09186,415,2,11421.61753,11501,2,2697.738635,10243,0,0,0,2,2697.738635,10243,50,66,20,16,99,172,49
AC073325.1,0,53,9,0,0,108,0,7,1,1,11,17,28,0,0,0,1,730.547675,3779,0,0,19962,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,48,12,12
AC073333.8,0,74,70,0,0,0,0,7,0,0,107,118,225,0,0,0,1,6052.71095,14264,0,0,19962,0,0,0,90,2,14,0,14,0,14,14,2.5,10985.25696,17251.5,0,0,0,2.5,10985.25696,17251.5,2.5,10985.25696,16983.5,0,0,0,2.5,10985.25696,16983.5,6,16,6,16,69,7,0
AC073342.12,0,41,31,0,0,0,0,29,3,5,29,33,62,0,0,0,1,5297.555191,10038,1,0,17957,7,7.185385,0,57,52,76,3,73,0,43,43,1,15892.90022,13051,2,114023.7016,386,1,6168.22621,12287,1,5854.676409,9621,0,0,0,1,5854.676409,9621,54,63,21,19,191,421,182
AC073343.13,0,47,111,0,0,0,0,7,1,0,23,25,48,0,0,0,1,5935.88559,11107,1,0,13412,15,7.9704,0,87,15,85,0,85,0,66,66,1,4909.574212,10984,0,0,0,1,4909.574212,10984,1,4922.56936,10642,0,0,0,1,4922.56936,10642,14,17,12,14,96,113,65
AC073409.1,0,53,2,0,0,76,0,2,1,2,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,3,27,0
AC073479.1,0,63,8,0,0,0,0,2,0,3,7,9,16,0,0,0,0,0,0,0,0,0,8,6.823,0,0,2,1,0,1,0,0,0,1,639.86,3446,0,0,0,1,639.86,3446,0,0,0,0,0,0,0,0,0,4,1,2,1,10,4,4
AC073626.2,0,27,28,0,0,0,0,1,0,2,51,67,118,0,0,0,1,9152.499744,9583,0,0,19962,1,5.43,0,16,18,61,11,50,0,0,0,2,19166.78655,17550,2,25448.85478,293,1,16326.94749,14292,0,0,0,0,0,0,0,0,0,19,29,0,0,3,79,0
AC073628.1,2,87,4,0,0,0,0,1,0,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,27,0
AC073635.5,1,40,21,0,0,142,0,1,0,2,20,30,50,0,0,0,1,4893.99757,8554.5,0,0,19962,1,8.215,0,10,34,63,15,48,0,10,10,2,24301.02456,18809,5,48685.24367,710,1,10006.82715,10578,1,4137.955164,7655,0,0,0,1,4137.955164,7655,31,42,15,20,2,119,1
AC073636.1,2,53,15,0,0,118,0,6,0,0,7,7,14,0,0,0,1,520.3338,4544,1,0,4544,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0
AC073641.2,0,65,84,0,0,0,0,18,0,1,80,160,240,4,34197.29,467,1,6318.300399,11610,0,0,19962,2,9.1975,1,235,28,71,0,71,0,71,71,2,9615.639522,14628,0,0,0,2,9615.639522,14628,2,9615.639522,14360,0,0,0,2,9615.639522,14360,10,31,10,31,108,181,23
AC073834.3,0,72,18,0,0,0,0,6,1,0,12,25,37,0,0,0,1,7478.665002,12993,1,0,13108,2,8.185,0,41,38,130,19,111,0,40,40,3,34704.31366,18351,4,61789.81339,554,1.5,14361.85675,16052,1,7656.409958,12581,0,0,0,1,7656.409958,12581,65,85,6,10,65,294,52
AC073842.19,1,41,86,0,0,0,0,39,4,4,65,54,119,3,131711.8883,538,2,20685.8568,17149,2,0,17141,9,6.310625,6,65,67,288,17,271,6,65,71,2,35296.29777,17196,3,149945.9474,541,2,18094.41685,17032,3,34800.48952,16941,3,131711.8886,538,2,20427.11347,16834,137,115,59,49,235,616,233
AC073869.19,0,44,3,0,0,0,0,2,0,0,7,11,18,0,0,0,1,1385.8458,4710,1,0,3955,13,5.750476,0,33,5,1,0,1,0,0,0,2,1734.3535,108,0,0,0,2,1734.3535,108,0,0,0,0,0,0,0,0,0,2,20,0,0,14,27,0
AC073928.2,1,56,4,0,0,0,0,1,0,1,1,26,27,0,0,0,1,1310.419733,3072,1,0,3072,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AC073934.6,1,32,17,0,0,0,0,35,3,4,40,54,94,0,0,0,1,8416.629974,13283.5,0,0,19962,3,6.165,0,50,42,31,0,31,0,27,27,2,10396.76087,13028,0,0,0,2,10396.76087,13028,2,10663.42895,12760,0,0,0,2,10663.42895,12760,35,38,13,19,51,128,23
AC073957.15,0,95,95,0,0,0,0,33,2,2,42,28,70,0,0,0,1,10708.6792,11888,1,0,17328,32,8.17871,0,51,48,117,1,116,0,51,51,3,15597.13449,14643,9,53174.3388,843,3,15477.20724,14643,1,14130.19872,12823,0,0,0,1,14130.19872,12823,79,73,42,24,151,384,151
AC073987.1,0,59,6,0,0,62,0,3,0,1,3,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,10,27,0
AC074011.2,0,49,23,0,0,0,0,2,0,0,60,45,105,8,46984.96545,649,1,4370.619977,12429.5,13,0,19688,2,7.8125,11,48,115,119,28,91,11,48,59,2,25707.55492,18215,8,50605.33476,742,1,5949.726709,13190,4,32274.25664,18893,11,55163.96829,757,2,5533.260172,13161,104,98,60,45,149,412,149
AC074019.1,1,51,14,0,0,74,0,8,1,1,17,48,65,0,0,0,1,831.2395889,3490,1,0,3490,1,8.02,0,9,6,8,0,8,0,8,8,1,900.6719125,3490.5,0,0,0,1,900.6719125,3490.5,1,900.6719125,3222.5,0,0,0,1,900.6719125,3222.5,4,18,4,18,15,32,0
AC074117.10,1,44,41,22,0,0,0,18,1,3,52,38,90,3,39366.72,501.5,1,7728.334153,15564,1,0,15743,1,8.75,2,79,71,187,10,177,2,59,61,3,11256.38841,16682,3,47593.43041,689,3,9926.405175,16682,3,13824.83916,17947.5,3,39366.7157,501.5,3,12122.04739,17101,92,94,34,21,106,419,81
AC074138.3,1,30,24,0,0,0,0,33,2,5,6,10,16,0,0,0,1,6141.841641,10788,1,0,12802,4,4.795,0,37,37,225,1,224,0,37,37,1,12047.64974,11908,1,32959.368,292,1,11988.15695,11908,1,5943.065631,10352,0,0,0,1,5943.065631,10352,58,50,6,5,45,345,45
AC074183.4,0,52,9,0,0,0,0,2,0,1,11,65,76,0,0,0,1,3240.433769,6278,1,0,6034,6,7.434167,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
AC074212.5,0,49,123,0,0,0,0,3,0,0,125,115,240,3,27872.25,333,3,15950.78584,16374,0,0,19962,2,5.8075,3,137,24,129,15,114,3,57,60,3,30820.54083,18422,4,62485.93986,492,3,27218.78928,18256,3,26473.61258,17939,3,27872.25117,333,3,26374.88515,17900,56,46,37,31,188,231,156
AC074212.6,0,44,127,0,0,0,0,11,0,1,41,32,73,3,27872.25,333,3,22387.40786,18169,0,0,19962,6,6.34875,3,47,40,162,15,147,3,37,40,3,34447.24319,18644,4,74559.77611,492,3,28526.57413,18422,3,30306.69263,18297,3,27462.70319,333,3,30565.23712,18219,71,59,27,24,187,307,136
AC074286.1,0,49,11,2,0,294,0,36,2,5,26,37,63,0,0,0,1,5246.26601,10757,1,0,16712,1,9.075,0,39,51,170,19,151,0,39,39,2,31801.96329,18139,4,55156.32159,554,1,16280.00446,16073,1,5170.994386,7646,0,0,0,1,5170.994386,7646,97,131,22,32,117,419,108
AC074289.1,0,46,33,0,0,0,0,12,3,3,62,24,86,0,0,0,1,2458.25281,7181.5,0,0,19962,0,0,0,30,72,113,0,113,0,30,30,1,3887.35568,11376.5,0,0,0,1,3887.35568,11376.5,1,3284.583295,8003.5,0,0,0,1,3284.583295,8003.5,109,96,48,22,85,436,72
AC074363.1,0,33,30,0,0,0,0,20,1,3,8,14,22,0,0,0,1,7796.55758,10316,0,0,19962,5,4.451667,0,20,20,21,0,21,0,1,1,2,9433.004867,13027,0,0,0,2,9433.004867,13027,1,763.1008,3156,0,0,0,1,763.1008,3156,7,17,1,3,47,49,2
AC074366.3,1,74,51,0,0,0,0,3,0,5,28,27,55,1,28616.33,77,1,4325.147198,9514,0,0,19962,0,0,1,63,29,98,0,98,0,43,43,1,2956.50516,7800,0,0,0,1,2956.50516,7800,1,2522.536942,7002,0,0,0,1,2522.536942,7002,29,60,14,15,76,194,61
AC074389.5,1,89,48,0,0,0,0,9,2,0,13,22,35,7.5,63628.5625,787,1,23799.23649,17210,14,0,2891,16,8.054062,8,25,98,144,9,135,7,13,20,2,22397.53258,16562.5,8,67953.56209,792,2,10929.61753,15008,3,36609.0195,18145,8,69261.41967,792,2,16441.36057,17983,124,110,11,10,47,449,45
AC074389.7,1,79,88,0,0,0,0,4,1,0,9,20,29,1,24198.56,295,1,22975.27546,5503,1,0,3846,12,5.18875,1,16,88,120,16,104,1,16,17,2,22833.70735,15645,7,57761.0358,778,2,10144.28226,14120,1,16601.18715,5806.5,1,24198.5562,295,1,16270.86676,5199,102,105,9,20,17,323,17
AC074389.9,0,85,99,0,0,0,0,5,0,3,36,33,69,0,0,0,1,4038.987457,7258,1,0,5157,23,6.833256,0,21,39,38,1,37,0,2,2,1,14540.66848,17152,1,27329.897,58,1,14236.16304,17033,1,448.6753667,4961,0,0,0,1,448.6753667,4961,31,25,5,8,19,88,11
AC074391.1,0,50,106,0,0,0,0,41,3,4,42,48,90,0,0,0,2,6357.309884,12400,2,0,3197,4,7.11875,0,69,99,208,0,208,0,58,58,2,9921.011152,17887,0,0,0,2,9921.011152,17887,2,11940.13249,17982,0,0,0,2,11940.13249,17982,97,117,30,32,310,541,236
AC078842.3,2,55,3,0,0,0,0,2,0,2,22,27,49,0,0,0,1,7891.835455,9656,1,0,5996,0,0,0,11,15,18,0,18,0,5,5,3,13830.55349,14556,0,0,0,3,13830.55349,14556,1,4620.3277,6434,0,0,0,1,4620.3277,6434,6,12,0,9,28,19,1
AC078842.4,0,53,15,0,0,0,0,2,0,2,7,6,13,0,0,0,0,0,0,0,0,0,2,6.61,0,0,19,1,0,1,0,0,0,2,5805.8274,12787,0,0,0,2,5805.8274,12787,0,0,0,0,0,0,0,0,0,8,10,1,0,14,14,1
AC078851.1,0,59,17,0,0,67,0,2,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
AC078852.1,1,66,142,4,0,357,0,29,3,3,20,17,37,14,40934.31,672,1,18567.99247,12786,0,0,19962,16,8.554688,3,19,58,277,4,273,3,19,22,1,15773.20246,11975,14,46779.87116,672,1,12601.05047,11403,4,38742.55732,17701.5,14,45383.96738,672,1,35052.88507,12562,98,83,7,6,115,449,47
AC078852.2,1,67,77,0,0,408,0,9,0,0,20,18,38,14,40934.31,672,1,18567.99247,12786,0,0,19962,20,8.777,3,19,44,113,4,109,3,19,22,1,20156.5019,12217,14,45365.96479,672,1,16004.35507,11665,4,37718.25751,17315,14,43715.34549,672,1,35052.88507,12562,62,55,6,6,115,253,47
AC078882.1,0,68,12,0,0,147,0,7,1,1,18,80,98,0,0,0,1,1756.463683,6858,0,0,19962,0,0,0,18,1,7,0,7,0,7,7,1,1171.276343,7047,0,0,0,1,1171.276343,7047,1,1171.276343,6779,0,0,0,1,1171.276343,6779,3,6,3,6,62,28,28
AC078883.3,0,75,11,0,0,0,0,31,3,3,30,30,60,9,137866.894,647,2,8085.628218,16512,0,0,19962,6,6.957778,5,17,98,128,10,118,5,16,21,2,41523.75478,15979,9,135551.1841,647,2,13141.75864,14621,2,51966.60137,16419,9,137866.8948,647,2,9016.454652,16139,77,86,20,20,146,453,96
AC078883.4,1,59,19,0,0,0,0,23,3,2,36,32,68,9,137866.894,647,2,7711.470506,16323,2,0,16588,4,6.645,5,18,148,204,10,194,5,18,23,2,44319.08227,16453,9,131591.4624,647,2,11877.07454,15744,2,48687.26934,16226,9,134304.5179,647,2,8849.039387,16139,115,118,35,28,159,678,148
AC078941.1,0,48,9,0,0,0,0,4,0,2,3,12,15,0,0,0,1,2335.089875,8659,0,0,19962,3,5.432,0,12,115,98,0,98,0,12,12,1,2951.201453,10308,0,0,0,1,2951.201453,10308,1,2335.089875,8236,0,0,0,1,2335.089875,8236,75,95,0,6,31,377,27
AC078942.1,0,95,36,0,0,309,0,4,1,0,33,32,65,0,0,0,1,7603.451722,11758,1,0,4987,11,6.899048,0,27,5,37,16,21,0,0,0,2,28056.54049,18088,4,68828.15638,397,2,9418.087511,17581,0,0,0,0,0,0,0,0,0,20,26,1,0,77,34,8
AC079117.1,6,84,2,8,0,0,0,3,0,2,15,47,62,0,0,0,1,0,4380,1,0,4380,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,15,27,0
AC079135.1,0,47,147,0,0,0,0,14,1,0,7,24,31,4,25647.26,554,2,22032.16803,13249,0,0,19962,19,6.953125,1,23,34,62,1,61,1,18,19,2,21238.61756,13333,4,25647.2632,554,2,21045.13468,13277,2,27857.13631,13103,4,25647.2632,554,2,28004.46119,13065,13,32,4,17,82,135,38
AC079145.4,0,42,12,0,0,0,0,33,2,4,7,12,19,0,0,0,1,3347.130603,11882.5,0,0,19962,3,6.244,0,32,84,290,21,269,0,14,14,2,14172.05308,17860,3,28807.58863,292,2,10297.53806,16863,1,2899.06866,11504,0,0,0,1,2899.06866,11504,163,160,4,7,53,844,30
AC079150.3,1,70,5,0,0,0,0,2,0,3,11,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
AC079154.1,0,65,23,0,0,121,0,8,0,2,12,25,37,0,0,0,0,0,0,0,0,0,13,5.815,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,24,27,0
AC079163.1,0,54,6,0,0,118,0,0,0,0,14,35,49,0,0,0,1,4954.48135,7342,0,0,19962,0,0,0,8,2,14,13,1,0,0,0,4,29888.17218,19349,4,30197.6451,467,6,25865.0242,18498,0,0,0,0,0,0,0,0,0,0,8,0,4,29,19,19
AC079305.10,0,51,45,0,0,0,0,41,5,5,63,63,126,4,67668.06526,585,1,8911.793527,17069,0,0,19962,2,4.485,19,15,82,161,19,142,19,15,34,4,41570.58404,19326,4,61375.70354,554,2,17656.95571,16784,4,51021.22246,19131,4,61362.96554,554,1,8848.400009,16646,97,127,49,48,104,424,94
AC079305.11,0,32,30,0,0,0,0,37,3,3,29,41,70,11,62428.26,738,1,19518.2743,17192,1,0,17401,1,8.735,1,42,83,161,19,142,1,41,42,4,42393.35934,19348,4,62657.69496,554,2,15645.09965,16264,2,27658.04994,17283,11,62428.2646,738,2,24574.97672,17184,112,147,21,29,182,431,123
AC079305.8,0,48,29,0,0,0,0,39,3,5,51,64,115,4,67668.06526,585,2,19898.85316,17240,2,0,19667,2,5.693333,19,42,57,150,19,131,19,24,43,4,45627.98468,19356,4,61998.18205,554,2,18921.72083,16845,4,48359.03059,19088,4,61994.1597,554,2,27063.7166,17389,91,121,43,50,165,398,121
AC079354.3,0,40,19,0,0,0,0,4,1,0,3,11,14,0,0,0,1,2048.587233,4278.5,0,0,19962,4,6.84875,0,12,90,64,0,64,0,12,12,2,9524.951349,14086,0,0,0,2,9524.951349,14086,1,2287.788152,3928,0,0,0,1,2287.788152,3928,30,53,2,10,25,161,19
AC079354.5,0,39,34,0,0,0,0,18,2,1,7,12,19,0,0,0,1,6137.928707,10672.5,0,0,19962,3,8.313333,0,30,130,104,0,104,0,25,25,2,9498.363657,13718,0,0,0,2,9498.363657,13718,1,6879.664031,11031,0,0,0,1,6879.664031,11031,52,84,7,10,10,326,8
AC079466.1,0,114,24,0,0,1,0,2,0,2,1,0,0,0,0,0,1,1898.20155,10503,0,0,19962,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
AC079584.2,0,68,11,0,0,113,0,3,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,13,1,0,0,0,4,29888.17218,19349,4,30197.6451,467,6,25865.0242,18498,0,0,0,0,0,0,0,0,0,2,7,0,2,2,1,0
AC079586.1,3,48,9,0,0,0,0,2,0,0,3,2,5,0,0,0,0,0,0,0,0,0,2,6.8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,6,27,0
AC079610.1,0,31,30,0,0,250,0,5,1,2,28,40,68,0,0,0,1,1775.165329,6380,0,0,19962,0,0,0,14,15,39,0,39,0,14,14,1,2699.705898,6807,0,0,0,1,2699.705898,6807,1,2234.639691,6453.5,0,0,0,1,2234.639691,6453.5,13,23,5,11,145,105,64
AC079610.2,0,47,18,0,0,229,0,38,4,4,12,26,38,0,0,0,1,5046.990944,10289,1,0,17370,3,6.934,0,45,14,86,0,86,0,37,37,1,5963.890391,9761,0,0,0,1,5963.890391,9761,1,5074.081929,10365,0,0,0,1,5074.081929,10365,19,25,2,4,56,123,23
AC079612.2,1,69,21,0,0,128,0,3,0,2,47,30,77,0,0,0,1,8026.411503,14044,1,0,15517,0,0,0,31,12,11,0,11,0,11,11,1,1191.371045,5223,0,0,0,1,1191.371045,5223,1,1191.371045,4955,0,0,0,1,1191.371045,4955,19,6,13,5,15,16,7
AC079613.1,0,79,10,0,0,0,0,2,0,3,16,45,61,0,0,0,1,2260.361204,8278,0,0,19962,0,0,0,24,13,6,0,6,0,4,4,1,1254.98954,3751,0,0,0,1,1254.98954,3751,1,1242.0046,3358,0,0,0,1,1242.0046,3358,8,15,7,12,38,19,18
AC079630.2,0,66,58,0,0,0,0,11,0,1,10,10,20,0,0,0,1,550.6938,2502,1,0,2502,1,8.1,0,1,6,1,0,1,0,0,0,2,8207.406,15449,0,0,0,2,8207.406,15449,0,0,0,0,0,0,0,0,0,4,6,0,0,0,21,0
AC079630.4,4,78,67,0,0,0,0,30,3,3,17,24,41,0,0,0,1,10109.98438,16041,1,0,16147,2,6.613333,0,33,10,57,0,57,0,13,13,1,6421.181849,13082,0,0,0,1,6421.181849,13082,1,4436.2668,12593,0,0,0,1,4436.2668,12593,15,16,1,2,20,63,0
AC079742.4,0,73,70,0,0,0,0,33,3,4,54,65,119,0,0,0,1,5978.75269,11592,1,0,13245,4,8.11625,0,107,19,88,0,88,0,50,50,1,5903.766095,10824,0,0,0,1,5903.766095,10824,2,7525.484251,11316,0,0,0,2,7525.484251,11316,18,24,14,18,110,157,78
AC079767.4,0,56,79,2,0,0,0,6,0,0,20,31,51,3.5,128191.09,340.5,2,8670.52152,14650.5,0,0,19962,1,7.825,4,54,19,81,7,74,4,54,58,2,18291.77967,14317,5,212232.0888,364,2,7742.725203,14222,2,12776.85317,14073,3.5,128191.0878,340.5,2,7917.306452,14072,22,40,13,19,143,152,101
AC079776.1,1,55,118,0,0,0,0,13,1,1,7,11,18,0,0,0,1,367.826325,3051,0,0,19962,4,7.76,0,4,7,44,0,44,0,0,0,2,3416.004771,10967.5,0,0,0,2,3416.004771,10967.5,0,0,0,0,0,0,0,0,0,10,26,0,0,31,63,0
AC079776.3,0,59,46,0,0,0,0,10,1,2,3,11,14,0,0,0,1,367.826325,3051,0,0,19962,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,35,27,0
AC079779.4,2,49,13,0,0,215,0,6,0,2,9,10,19,0,0,0,1,2413.025095,9802,0,0,19962,7,6.765833,0,20,23,14,0,14,0,1,1,1,2644.756761,7248,0,0,0,1,2644.756761,7248,1,0,4226,0,0,0,1,0,4226,35,38,4,6,98,235,21
AC079779.5,1,59,20,0,0,0,0,4,0,3,9,9,18,0,0,0,1,2413.025095,9802,0,0,19962,8,7.204667,0,20,15,31,0,31,0,0,0,1,4242.699704,13892,0,0,0,1,4242.699704,13892,0,0,0,0,0,0,0,0,0,26,33,4,4,93,146,29
AC079779.6,1,50,11,0,0,0,0,5,0,3,4,6,10,0,0,0,1,0,4649,1,0,4649,15,7.201071,0,1,24,31,0,31,0,0,0,1,4242.699704,13892,0,0,0,1,4242.699704,13892,0,0,0,0,0,0,0,0,0,26,40,4,5,62,205,32
AC079779.7,0,54,12,0,0,0,0,3,0,4,31,23,54,0,0,0,1,2069.40184,7403,1,0,6366,8,7.239375,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,7
AC079790.2,0,40,48,0,0,0,0,8,1,2,54,51,105,0,0,0,1,7919.569848,12092.5,0,0,19962,3,6.3475,0,64,29,112,15,97,0,20,20,2,22639.6094,15758,8,47128.42319,314,1,18726.44843,15233,2,12545.70608,14877,0,0,0,2,12545.70608,14877,34,34,11,6,37,172,1
AC079799.2,0,68,0,0,0,0,0,1,0,1,39,82,121,0,0,0,1,6033.670269,8484,1,0,4037,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
AC079807.2,1,59,189,0,0,35,0,33,3,4,36,26,62,0,0,0,1,6010.194237,14826,1,0,16815,2,5.706667,0,43,51,90,0,90,0,3,3,2,7299.713682,16366,0,0,0,2,7299.713682,16366,1,441.78978,4198,0,0,0,1,441.78978,4198,34,72,2,4,33,265,6
AC079807.4,2,59,24,0,0,0,0,20,1,2,26,39,65,0,0,0,1,7251.051435,17134.5,0,0,19962,0,0,0,54,47,132,0,132,0,40,40,2,7006.083429,15542.5,0,0,0,2,7006.083429,15542.5,2,10342.38357,17595,0,0,0,2,10342.38357,17595,50,85,20,26,162,313,95
