LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
AC003991.3,1,40,45,0,0,0,0,60,2,3,45,43,88,10,32221.58767,753,1,2987.829156,16117,1,0,23580,8,6.161667,3,52,14,133,3,130,3,29,32,1,4760.753574,16701,10,32221.58787,761,1,3600.436632,16701,2,7682.057242,18197,10,32221.58787,761,2,4903.997172,17883,44,51,18,20,13,35,7
AC004009.3,1,65,22,0,0,0,0,11,1,1,31,30,61,0,0,0,1,1608.005111,11800,0,0,23954,0,0,0,44,1,12,0,12,0,12,12,1,2344.668025,13105,0,0,0,1,2344.668025,13105,1,2344.668025,12926,0,0,0,1,2344.668025,12926,4,6,4,6,0,0,0
AC004012.1,0,51,38,0,0,168,0,17,1,0,17,30,47,1,19692.215,506,1,2533.025916,14584,1,0,19248,1,6.8,1,38,8,26,1,25,0,0,0,1,4039.503237,14263,4,26105.2928,659,1,3190.819023,13673,0,0,0,0,0,0,0,0,0,21,20,0,0,6,2,0
AC004014.3,0,62,49,0,0,67,0,21,1,0,8,20,28,0,0,0,1,628.07041,18854,0,0,23954,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004019.13,3,90,46,0,0,0,0,18,1,3,25,25,50,4,18009.626,438,2,7315.996406,20688,0,0,23954,2,8.315,1,49,1,28,0,28,0,28,28,2,10373.79447,21912,0,0,0,2,10373.79447,21912,2,10373.79447,21733,0,0,0,2,10373.79447,21733,6,7,5,6,7,3,3
AC004041.2,0,33,29,0,0,0,0,10,1,0,11,15,26,0,0,0,1,2672.43785,12120.5,0,0,23954,6,7.716667,0,20,31,312,14,298,0,11,11,2,16639.78772,21491,7,56073.01044,836,2,8362.715223,20696,1,3712.623927,15083,0,0,0,1,3712.623927,15083,92,91,1,2,1,58,0
AC004051.2,0,53,3,0,0,0,0,26,1,2,16,23,39,0,0,0,1,1433.7792,8134,1,0,8230,22,6.737949,0,1,8,52,1,51,0,0,0,1,4687.88953,15479,3,49359.915,934,1,2936.045394,15460,0,0,0,0,0,0,0,0,0,20,21,3,2,0,7,0
AC004053.1,0,45,117,0,0,175,0,34,1,3,29,23,52,0,0,0,2,2964.682332,13955.5,0,0,23954,1,4.43,0,22,10,97,0,97,0,15,15,1,5664.163803,18857,0,0,0,1,5664.163803,18857,2,3473.336307,14502,0,0,0,2,3473.336307,14502,22,24,4,2,0,12,0
AC004054.1,2,67,15,0,0,72,0,15,0,0,34,43,77,0,0,0,1,2073.379417,10467,1,0,3677,1,2.38,0,41,2,2,0,2,0,0,0,2.5,4046.7339,16938.5,0,0,0,2.5,4046.7339,16938.5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
AC004063.1,0,46,6,0,0,53,0,5,0,0,11,11,22,0,0,0,1,1409.994231,8671,1,0,7860,1,4.245,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004066.3,0,52,22,0,0,0,0,37,1,2,31,30,61,12,23486.488,235,1,4663.285611,18979,0,0,23954,4,5.548,1,63,14,60,1,59,1,47,48,2,7147.382669,19173,12,23486.4882,243,2,6093.246828,19087,1,6640.737397,19049.5,12,23486.4882,243,1,5769.405459,19012,24,21,15,15,4,8,0
AC004067.5,1,42,17,0,0,0,0,7,1,2,27,30,57,0,0,0,1,2364.615056,14751,1,0,17918,3,9.006667,0,59,1,2,0,2,0,0,0,2,6615.9975,17842.5,0,0,0,2,6615.9975,17842.5,0,0,0,0,0,0,0,0,0,5,5,0,0,11,0,0
AC004069.2,1,51,37,0,0,0,0,50,1,4,17,26,43,0,0,0,1,4106.425786,17549,1,0,20170,4,5.463333,0,59,54,128,0,128,0,45,45,1,5858.622814,18789,0,0,0,1,5858.622814,18789,1,5531.536386,18532,0,0,0,1,5531.536386,18532,54,57,13,17,3,13,3
AC004112.4,0,43,15,0,0,0,0,18,1,1,85,82,167,0,0,0,1,2863.458075,15625,0,0,23954,1,3.475,0,132,11,49,0,49,0,49,49,1,5712.809312,19374,0,0,0,1,5712.809312,19374,1,5712.809312,19195,0,0,0,1,5712.809312,19195,35,40,20,21,16,17,9
AC004125.3,0,44,35,0,0,0,0,8,1,0,11,35,46,0,0,0,1,1556.98084,12235,1,0,12331,0,0,0,5,1,25,0,25,0,0,0,1,4719.436396,17957,0,0,0,1,4719.436396,17957,0,0,0,0,0,0,0,0,0,4,7,0,0,0,5,0
AC004156.3,0,63,148,0,0,0,0,45,1,4,54,42,96,4,21477.45,524,2,5139.917834,16646.5,2,0,19155,4,7.405714,1,76,22,180,9,171,1,50,51,2,9215.558487,19172,4,23812.55997,532,2,8547.197613,18801,2,8568.252205,18118,4,21477.45,532,2,8171.917185,18118,73,69,33,24,4,6,3
AC004158.2,0,47,16,0,0,0,0,56,1,1,14,27,41,0,0,0,1,2452.912666,14073.5,0,0,23954,1,8.205,0,38,13,148,16,132,0,0,0,3,21962.58767,22153,7,60869.27844,998,3,9848.782853,20544,0,0,0,0,0,0,0,0,0,42,49,0,0,7,13,0
AC004158.3,0,43,39,0,0,0,0,15,1,0,8,19,27,3,30640.503,785,5,6765.542588,18374.5,5,0,21358,7,8.599286,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004160.4,0,59,4,0,0,0,0,13,1,0,27,49,76,0,0,0,1,2221.537164,13011,1,0,9697,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004221.2,0,45,225,0,0,0,0,32,1,4,167,119,286,8,52418.84354,983,3,11311.36567,20351.5,0,0,23954,18,8.378788,46,26,21,140,54,86,46,21,67,8,44624.95041,23624,9,53308.43559,992,5,12931.69138,21055,8,48112.68198,23450,9,54147.4062,997,6,13859.24736,7621,92,68,70,53,16,15,15
AC004231.2,0,52,15,0,0,0,0,23,1,2,68,79,147,4,37192.7894,906,2,4314.318728,15650,0,0,23954,1,3.13,5,99,68,358,65,293,5,76,81,4,30543.69626,22221.5,6,63481.08831,1006,2,10085.1615,18957,3,11911.20424,19143.5,5,41698.40469,941,3,7562.707822,18355.5,243,181,42,41,1,20,1
AC004237.1,0,36,19,0,0,219,0,15,1,0,17,21,38,0,0,0,1,2308.619609,10842,1,0,7256,0,0,0,23,3,56,0,56,0,7,7,1,5938.059855,20125,0,0,0,1,5938.059855,20125,1,1373.118243,9998,0,0,0,1,1373.118243,9998,15,18,3,2,9,6,0
AC004257.1,0,40,55,0,0,234,0,43,1,4,53,50,103,2,44745.647,892,1,4072.333623,15446,1,0,21249,11,8.699,2,53,12,152,4,148,2,47,49,1,7919.397307,19954,1,38911.57965,780,1,6823.210794,19629,2,7578.871788,17472,1,37949.06963,780,2,5980.440322,17100.5,51,51,28,21,2,4,1
AC004381.7,0,42,17,0,0,0,0,35,1,0,68,69,137,3,35184.349,634,1,4833.864614,17401,1,0,20601,2,8.335,5,132,3,30,1,29,1,29,30,1,4592.717505,16338,13,58704.009,1062,1,3590.656552,16125,1,4592.717505,16159,13,58704.009,1062,1,3590.656552,15946,8,12,8,12,20,9,9
AC004448.2,2,31,56,0,0,314,0,21,1,1,22,21,43,0,0,0,2,4478.858696,18204,0,0,23954,12,6.814167,0,28,1,24,0,24,0,2,2,1,3449.684504,15028,0,0,0,1,3449.684504,15028,3,11860.7621,20498,0,0,0,3,11860.7621,20498,4,4,0,0,8,6,0
AC004448.5,0,47,55,0,0,0,0,17,1,0,11,14,25,0,0,0,1,892.139325,11557.5,0,0,23954,5,7.334444,0,4,2,4,0,4,0,0,0,2,4250.672525,12387,0,0,0,2,4250.672525,12387,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0
AC004449.6,1,96,145,0,0,0,0,30,1,3,58,41,99,4,21477.45,524,2,5175.754294,17268,2,0,19366,20,8.201026,1,80,5,67,3,64,1,49,50,2,7807.612212,17788,4,37426.81772,532,2,6868.466671,17788,2,6782.738376,17535.5,4,21477.45,532,2,6482.846302,17462,19,12,18,12,6,2,2
AC004463.6,2,62,55,0,0,0,0,64,1,3,46,62,108,2.5,19529.8275,814,1,4014.325311,15281,0,0,23954,4,6.384,2,110,22,192,10,182,2,68,70,1,7373.180706,18630,3,25176.10286,797,1,6633.593435,18470,2,7460.940085,18158,3,19839.91145,733,2,6907.408845,18011,55,67,21,29,10,20,7
AC004471.10,0,52,50,0,0,0,0,8,0,1,34,32,66,2.5,19529.8275,814,1,5012.280785,17154,1,0,21409,14,8.256786,2,81,16,144,6,138,2,73,75,1,6713.369633,17149,5.5,44562.95491,885,1,5087.92732,17040.5,1,5765.534345,17816,2.5,19529.8274,822,1,5388.430426,17686,53,56,19,24,9,12,7
AC004471.9,0,55,60,0,0,0,0,38,1,3,27,29,56,2.5,19529.8275,814,1,5186.51253,17077,1,0,21421,1,9.015,2,77,15,79,2,77,2,70,72,2,7351.903588,18470,2.5,19529.8274,822,2,6849.721162,18337,2,7470.328311,18158,2.5,19529.8274,822,2,6954.413911,18155,35,35,22,23,8,9,6
AC004485.3,0,79,47,0,0,0,0,10,1,1,14,11,25,0,0,0,1,555.6761,10616,0,0,23954,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC004490.1,0,63,81,0,0,359,0,12,1,2,59,91,150,4,21436.72833,533,2,8304.896492,20540,0,0,23954,10,8.986,9,83,3,26,0,26,0,26,26,1.5,9264.490569,21406,0,0,0,1.5,9264.490569,21406,1.5,9264.490569,21227,0,0,0,1.5,9264.490569,21227,8,6,8,6,2,1,1
AC004510.3,0,74,93,0,0,0,0,70,1,3,16,28,44,1,50903.75467,996,1,5621.643468,19726,1,0,21350,1,5.87,3,28,23,105,18,87,3,28,31,2,17425.31723,20711,3,43928.75447,1002,1,7510.828479,19339,1,19676.83179,21000,1,51495.46014,1004,1,7128.640334,19544,35,35,13,17,3,13,3
AC004528.4,0,95,265,0,0,0,0,20,1,1,64,93,157,9,43629.79625,796,2,6850.415769,18181,2,0,21642,25,8.7556,4,71,13,160,53,107,4,55,59,5,24227.30828,22500,8,50749.47355,977,4,12387.05593,22039,4,13279.32476,21910,6,34406.27032,631,4,11374.43623,21853,60,61,28,31,14,6,4
AC004535.2,0,77,1,0,0,121,0,7,1,0,11,18,29,0,0,0,1,667.537875,9221.5,0,0,23954,0,0,0,4,1,24,0,24,0,0,0,1,4986.340017,18424,0,0,0,1,4986.340017,18424,0,0,0,0,0,0,0,0,0,6,9,0,0,3,7,0
AC004538.3,0,63,9,0,0,0,0,16,1,1,38,53,91,0,0,0,1,1618.62378,12741,1,0,6793,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
AC004540.4,0,53,56,0,0,0,0,56,2,1,49,53,102,0,0,0,1,1945.89663,11712,1,0,7248,7,8.1825,0,67,6,33,5,28,0,0,0,6,35527.97481,21907,9,102357.948,993,4,11887.4401,21039,0,0,0,0,0,0,0,0,0,17,14,0,0,2,1,0
AC004540.5,1,50,36,0,0,0,0,50,1,2,39,45,84,0,0,0,1,1870.811241,12859,0,0,23954,4,6.48625,0,54,20,133,25,108,0,12,12,6,36144.46397,21360,9,93839.03127,993,4,10804.66642,18592,2,2814.512408,14090.5,0,0,0,2,2814.512408,14090.5,68,48,9,7,3,13,0
AC004543.2,1,97,126,0,0,0,0,5,0,0,23,44,67,0,0,0,1,2219.572083,11461,0,0,23954,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC004549.6,0,60,27,0,0,0,0,68,2,3,67,72,139,5,36870.8695,599,1,3830.889088,16184,1,0,19895,1,7.16,2,127,25,156,10,146,2,78,80,2,36511.11531,19674,9,156509.4185,993,2,6391.059294,17881,1,7383.169239,17979,4,36911.69014,708,1,5434.586641,17865,52,55,22,22,7,17,7
AC004562.1,0,61,7,0,0,0,0,21,1,0,13,14,27,6,14472.9785,679,1,2629.511444,8547,0,0,23954,0,0,2,16,1,1,0,1,0,0,0,1,501.9231,9926,0,0,0,1,501.9231,9926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004593.3,1,61,19,0,0,182,0,14,1,0,50,53,103,0,0,0,1,2031.57888,8872.5,0,0,23954,1,8.3,0,20,2,1,0,1,0,1,1,1,1847.9907,9025,0,0,0,1,1847.9907,9025,1,1847.9907,8846,0,0,0,1,1847.9907,8846,7,6,6,5,1,0,0
AC004603.4,0,125,11,0,0,0,0,11,1,0,29,83,112,2,29313.2205,527.5,1,3545.494014,14894.5,0,0,23954,0,0,2,90,4,51,0,51,0,12,12,2,7383.888109,16884,0,0,0,2,7383.888109,16884,1,3256.692808,11906,0,0,0,1,3256.692808,11906,7,7,2,3,0,0,0
AC004623.2,1,58,49,0,0,0,0,75,1,2,52,37,89,8,37168.14525,906.5,1,5845.43071,16294,10,0,23750,9,8.780556,4,67,13,165,43,122,4,25,29,3,19036.90592,22378,9,40314.67568,898,3,10814.02278,21141,3,17647.52008,22227,9,37460.65126,931,3,12442.37545,21636,56,48,17,11,6,5,1
AC004637.1,0,46,106,0,0,272,0,29,1,2,44,52,96,0,0,0,1,4095.222548,15027.5,0,0,23954,6,7.796667,0,66,3,41,5,36,0,21,21,5,12199.06687,19222,7,48682.72758,1023,4.5,9053.92371,18016,1,6672.764176,15401,0,0,0,1,6672.764176,15401,11,8,5,6,11,1,1
AC004691.5,0,64,19,0,0,170,0,24,1,2,92,81,173,0,0,0,1,2607.415182,13554.5,0,0,23954,1,4.25,0,78,13,60,1,59,0,31,31,2,5801.56575,16406,5,32154.0638,849,2,5041.397537,16041,1,4174.876019,14351,0,0,0,1,4174.876019,14351,33,39,23,24,7,15,7
AC004692.4,0,62,60,0,0,0,0,39,1,2,12,26,38,0,0,0,1,1514.613206,10438,0,0,23954,8,5.357333,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,1,0,0
AC004702.2,0,42,12,0,0,0,0,13,1,3,31,47,78,4,27949.361,401,1,2768.252267,13524,0,0,23954,1,9.135,1,49,6,55,1,54,1,28,29,1,5138.812333,17169.5,4,27949.361,409,1,4147.049347,16966,1,5386.886064,15544,4,27949.361,409,1,3651.311069,15397,12,18,8,14,16,16,9
AC004744.3,2,55,41,0,0,0,0,13,0,0,35,48,83,3,28100.115,761,1,2801.05258,12393,0,0,23954,0,0,1,51,3,21,2,19,0,6,6,2,10085.46487,19276,15.5,46627.68335,605.5,2,6238.915558,19081,1,3277.902133,14015.5,0,0,0,1,3277.902133,14015.5,5,8,1,1,1,0,0
AC004775.5,2,33,54,0,0,0,0,36,1,1,59,51,110,0,0,0,1,3356.981239,16439,1,0,18045,21,8.14475,0,87,13,169,10,159,0,49,49,2,9457.314569,19241,7,46962.84138,898,1,5873.168662,18870,2,5035.778715,16779,0,0,0,2,5035.778715,16779,49,47,17,15,10,27,9
AC004837.4,0,50,16,0,0,0,0,16,1,1,22,33,55,0,0,0,1,3670.42636,17312,1,0,19153,8,7.310625,0,57,23,90,1,89,0,56,56,1,5470.366324,17549,5,30515.7699,794,1,4339.283582,17398,1,4240.292942,17883,0,0,0,1,4240.292942,17883,31,42,15,23,14,19,12
AC004837.5,0,49,18,0,0,286,0,14,0,1,17,29,46,5,30515.77,786,1,2976.553771,15805,0,0,23954,2,8.04,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
AC004854.4,0,49,91,0,0,0,0,68,1,4,32,26,58,5,34522.585,628,1,7343.102509,20650,0,0,23954,2,6.49,1,77,26,181,5,176,1,53,54,2,9127.528223,20986,4,28467.31133,371,2,8499.398515,20948,1,11160.99407,21472,5,34522.585,636,1,10395.04027,21459,63,69,14,15,24,51,8
AC004862.6,0,34,8,0,0,0,0,17,1,0,116,138,254,6,72292.98833,1027,1,3827.66207,14529,0,0,23954,0,0,3,195,3,3,0,3,0,0,0,2,8647.1391,22372,0,0,0,2,8647.1391,22372,0,0,0,0,0,0,0,0,0,4,9,0,0,1,0,0
AC004869.2,0,52,22,0,0,0,0,24,1,1,36,60,96,7,23184.4735,473,1,2726.282583,11667.5,0,0,23954,0,0,2,80,17,101,3,98,2,27,29,2,6528.597694,16335,7,25483.85693,554,2,5704.455987,15892,3,7422.976163,17005,7,23184.4734,481,2,4867.057692,15225,22,36,7,11,0,0,0
AC004869.3,0,54,29,0,0,135,0,28,1,1,11,27,38,0,0,0,1,2630.112947,12192,0,0,23954,0,0,0,32,20,109,3,106,0,21,21,2,6418.704544,16097,7,25483.85693,554,2,5700.769935,15892,2,4910.213148,14937,0,0,0,2,4910.213148,14937,26,43,6,9,0,0,0
AC004870.3,0,50,5,0,0,177,0,30,1,2,58,52,110,0,0,0,1,3478.218492,13727.5,0,0,23954,2,6.1375,0,60,3,17,0,17,0,0,0,1,2583.108911,12344.5,0,0,0,1,2583.108911,12344.5,0,0,0,0,0,0,0,0,0,5,7,0,0,1,0,0
AC004870.4,0,71,9,0,0,130,0,12,0,0,31,47,78,3,30082.624,699,1,4410.768964,15130,0,0,23954,0,0,1,91,13,60,3,57,1,29,30,2,7069.512402,17556,7,25483.85693,554,2,6206.340002,17184,2,8418.755607,19291,3,30082.624,707,2,7616.390111,19170,15,22,5,9,1,1,0
AC004895.4,0,67,88,0,0,0,0,70,1,1,26,27,53,0,0,0,1,4149.940263,17690,0,0,23954,1,8.725,0,80,29,271,9,262,0,80,80,1,6390.414765,18317,5,26553.03869,760,1,5813.240416,18191,1,4269.867922,17451,0,0,0,1,4269.867922,17451,77,91,23,22,11,40,11
AC004901.1,0,72,30,0,0,0,0,14,1,1,21,29,50,0,0,0,1,5239.233469,16097.5,0,0,23954,9,7.364706,0,62,2,16,0,16,0,4,4,1,7755.70502,16461,0,0,0,1,7755.70502,16461,2.5,13143.01245,22265.5,0,0,0,2.5,13143.01245,22265.5,5,2,3,1,2,0,0
AC004906.3,0,63,194,0,0,0,0,33,1,0,70,104,174,3.5,32241.36767,550.5,1,3796.795027,16326,1,0,23665,5,7.888,6,109,2,32,6,26,6,26,32,1,8267.375919,15250,3.5,32241.36758,558.5,1,2734.916304,14299,1,8267.375919,15071,3.5,32241.36758,558.5,1,2734.916304,14120,7,9,7,9,2,1,1
AC004920.3,0,68,24,0,0,203,0,11,1,0,50,60,110,0,0,0,1,3644.350456,14049.5,0,0,23954,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
AC004941.3,1,69,29,0,0,0,0,18,1,0,99,119,218,0,0,0,1,4688.258371,18898.5,0,0,23954,0,0,0,258,1,29,0,29,0,29,29,1,7784.093983,21338,0,0,0,1,7784.093983,21338,1,7784.093983,21159,0,0,0,1,7784.093983,21159,6,16,6,16,1,2,0
AC004947.2,4,83,18,0,0,0,0,26,1,0,44,47,91,3,43195.951,866,1,2165.209997,11641,0,0,23954,0,0,1,33,17,127,20,107,0,11,11,1,7142.57252,14495,1,30335.19384,764,1,4050.22301,13124,1,3258.85018,11876.5,0,0,0,1,3258.85018,11876.5,54,52,4,4,1,16,0
AC004951.6,0,23,65,0,0,0,0,6,1,0,82,93,175,4,27860.69,793,1,2840.490604,15085,1,0,19026,4,7.97875,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
AC004988.1,1,68,0,0,0,137,0,14,1,0,9,37,46,0,0,0,1,930.5677556,8524,1,0,8620,1,2.93,0,9,2,2,0,2,0,0,0,1,1581.8244,15398,0,0,0,1,1581.8244,15398,0,0,0,0,0,0,0,0,0,5,2,2,1,0,0,0
AC005009.1,0,44,10,0,0,104,0,3,0,0,14,26,40,0,0,0,1,377.3285,18172,1,0,18268,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005009.2,0,51,3,0,0,122,0,16,1,0,9,21,30,0,0,0,1,1416.75972,12022,1,0,7295,3,7.7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005013.5,0,46,29,0,0,0,0,58,1,3,74,86,160,1,30780.637,633,1,2794.161956,11738,1,0,5322,15,7.872778,1,72,30,102,2,100,1,42,43,1,5152.62648,16883,1,29717.67744,641,1,4643.882821,16883,1,4665.405896,16704,1,30780.6368,641,1,4302.694356,16704,69,64,24,22,7,10,1
AC005019.3,1,78,15,0,0,0,0,7,0,0,27,42,69,0,0,0,1,2391.209483,13491,1,0,2359,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC005022.1,0,47,28,0,0,0,0,8,1,0,38,67,105,0,0,0,1,4777.951287,16342,1,0,21381,1,5.8,0,63,7,37,0,37,0,37,37,2,6635.165745,19633,0,0,0,2,6635.165745,19633,2,6635.165745,19454,0,0,0,2,6635.165745,19454,13,19,13,19,6,1,1
AC005029.1,0,55,16,0,0,0,0,27,1,3,23,32,55,0,0,0,1,4270.062715,14568,1,0,5489,0,0,0,33,3,12,0,12,0,7,7,2,6796.013837,18928,0,0,0,2,6796.013837,18928,1,6085.813957,18749,0,0,0,1,6085.813957,18749,3,8,2,5,1,0,0
AC005037.3,0,50,36,0,0,0,0,78,2,4,12,11,23,0,0,0,1,3180.908194,16551.5,0,0,23954,1,8.5,0,36,35,209,15,194,0,11,11,2,15779.76279,21455,3,40332.83142,841,1,7173.148444,19521,1,2858.776,15083,0,0,0,1,2858.776,15083,77,83,2,2,8,27,0
AC005042.4,1,59,66,0,0,0,0,48,1,2,90,68,158,5.5,30012.9535,567,1,4875.132266,17047.5,0,0,23954,0,0,2,92,11,40,1,39,1,1,2,1,5390.259924,18580,7,32677.6722,687,1,4833.373959,18580,4,16528.65135,14989,7,32677.6722,687,1,379.6305,6822,34,31,8,3,1,8,0
AC005042.5,1,60,5,0,0,0,0,17,1,1,66,61,127,5.5,30012.9535,567,1,4399.809318,16062.5,0,0,23954,3,8.81,2,90,3,27,0,27,0,0,0,2,6987.586681,19826,0,0,0,2,6987.586681,19826,0,0,0,0,0,0,0,0,0,9,9,0,0,0,3,0
AC005062.2,1,70,6,4,0,0,0,17,1,1,15,20,35,0,0,0,2,3493.527511,12577,0,0,23954,2,6.655,0,18,2,11,0,11,0,0,0,1,1253.006655,7376,0,0,0,1,1253.006655,7376,0,0,0,0,0,0,0,0,0,5,5,0,0,4,7,0
AC005076.5,0,63,33,1,0,0,0,77,1,3,8,10,18,0,0,0,1,7553.736919,20978,1,0,21074,4,6.487143,0,27,20,55,0,55,0,26,26,1,6047.303158,18856,0,0,0,1,6047.303158,18856,1,8651.59004,20905,0,0,0,1,8651.59004,20905,24,32,6,7,8,24,8
AC005082.12,0,46,66,11,0,0,0,16,1,2,54,52,106,5.5,26370.4275,806,1,3576.57173,15819,1,0,19636,7,8.193571,2,71,2,48,0,48,0,48,48,1,3239.005029,16026,0,0,0,1,3239.005029,16026,1,3239.005029,15847,0,0,0,1,3239.005029,15847,11,12,11,12,13,13,6
AC005083.1,1,67,17,21,0,1,0,59,1,2,20,23,43,3,14324.2765,647.5,1,5911.080353,16792,0,0,23954,0,0,2,36,38,129,6,123,2,31,33,2,10911.42706,19045,5,30989.86271,811,1,6086.376633,17624,2,8564.550091,16965,2,17211.07113,375,2,7975.014566,16111,43,48,14,12,6,27,6
AC005104.3,1,0,68,0,0,0,0,49,1,5,58,45,103,0,0,0,1,3741.741567,16087,0,0,23954,6,6.771111,0,112,13,96,0,96,0,73,73,1,5392.579653,18626,0,0,0,1,5392.579653,18626,1,5617.368353,19254.5,0,0,0,1,5617.368353,19254.5,29,34,23,24,16,17,16
AC005150.1,0,60,12,0,0,85,0,8,0,0,19,35,54,0,0,0,1,1576.037553,11049,1,0,6471,1,7.39,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005152.2,0,69,39,0,0,0,0,12,1,0,49,45,94,7,91359.211,1073,1,4200.750395,15242,1,0,5965,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AC005152.3,0,57,21,0,0,0,0,7,0,0,32,22,54,7,91359.211,1073,1,2760.90468,12665,1,0,5887,0,0,1,46,1,11,2,9,0,0,0,2,13642.79915,15759,8.5,54705.9951,874.5,1,4517.6445,15281,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
AC005154.6,0,54,31,28,0,0,0,80,1,3,57,55,112,3.5,20088.477,767.5,1,6678.92738,20091.5,0,0,23954,6,7.083333,2,54,10,86,2,84,2,30,32,1,5676.098874,18147.5,5,22501.59428,849,1,5172.341526,18054,1,9147.413494,21139.5,3.5,20088.4769,775.5,1,8418.009267,20925.5,30,31,10,14,9,22,7
AC005160.3,0,50,8,0,0,144,0,10,1,0,16,21,37,0,0,0,1,1664.7091,11166,0,0,23954,0,0,0,20,2,13,0,13,0,0,0,1,4507.531,16978,0,0,0,1,4507.531,16978,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0
